,Con1Subject,Con2Subject,Con3Subject,Condition 1,Condition 2,Condition 3,Con1Tweet,Con2Tweet,Con3Tweet,HasProfile,Cond1Acc,Cond2Acc,Cond3Acc,Cond1Eng,Cond2Eng,Cond3Eng,Cond1Fake,Cond2Fake,Cond3Fake,Political View,Trust Tweet,Photoshop
62e05742fafd80b3f0c2e20b,311,311,311,1,2,3,2,3,1,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Like,Retweet,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Conservative,8,"No, I've never used it"
5f627ea43a49581b4438a944,312,312,312,1,2,3,1,3,2,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Somewhat Accurate (4),Reply,Like,No Engagement,More fake than real (2),More real than fake (4),More real than fake (4),Slightly Conservative,4,"Yes, somewhat experienced"
62e153b9b4357cf4f7bd969a,313,313,313,1,2,3,3,1,2,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),Prefer not to say,No Engagement,No Engagement,Definitely fake (1),Definitely fake (1),Definitely fake (1),Slightly Liberal,4,"No, I've never used it"
61089a35dbc0aaf020ab264d,314,314,314,1,2,3,2,3,1,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),I'm not sure (3),Slightly Conservative,Neutral   5,"Yes, somewhat experienced"
60124cb4154c54274faac7c0,315,315,315,1,2,3,2,3,1,Yes,Very Accurate (5),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Like,No Engagement,No Engagement,More real than fake (4),More fake than real (2),More fake than real (2),Very Liberal,7,"No, I've never used it"
5fd1925dd89e4719bc4cb172,316,316,316,1,2,3,1,2,3,Yes,Very Accurate (5),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,Definitely real (5),More real than fake (4),I'm not sure (3),Slightly Liberal,Neutral   5,Prefer not to say
5ddbd6e518beb6b1e1de0326,317,317,317,1,2,3,1,2,3,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Slightly Conservative,Neutral   5,"No, I've never used it"
5a2adf6a8e00a000019864fb,318,318,318,1,2,3,3,2,1,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),I'm not sure (3),Very Liberal,3,"No, I've never used it"
5a8f13595292b80001235e09,319,319,319,1,2,3,3,1,2,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Prefer not to say,3,"Yes, very experienced"
5ed17f22e1dc340c98fd6bc7,320,320,320,1,2,3,3,2,1,Yes,Very Inaccurate (1),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,Like,No Engagement,Definitely fake (1),Definitely real (5),Definitely fake (1),Very Liberal,7,"Yes, somewhat experienced"
5ec7ec01fc75cf27b5dd16ee,321,321,321,1,2,3,2,1,3,Yes,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More real than fake (4),Very Liberal,4,"Yes, very experienced"
5fbe0983bb675f29dde28b82,322,322,322,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
61451e21a303bee08cbb86ea,323,323,323,1,2,3,3,1,2,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),Definitely fake (1),Slightly Conservative,Neutral   5,"No, I've never used it"
571dfc5913b1b70009be337f,324,324,324,1,2,3,2,3,1,Yes,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More real than fake (4),Slightly Conservative,3,"No, I've never used it"
62ba3f25a170a1095d95e22d,325,325,325,1,2,3,1,3,2,Yes,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely real (5),More real than fake (4),More fake than real (2),Slightly Conservative,7,"Yes,  but I just started using it"
60ff1153b0089cb223a4cf44,326,326,326,1,2,3,3,1,2,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),Definitely fake (1),Very Liberal,Neutral   5,"Yes, somewhat experienced"
62a39ebd597a2a4c8c83a70f,327,327,327,1,2,3,1,2,3,Yes,Somewhat Accurate (4),Very Inaccurate (1),Very Inaccurate (1),External Share,No Engagement,No Engagement,Definitely real (5),More fake than real (2),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
5dd3e25ec5faa23c1c65fbb7,328,328,328,1,2,3,2,1,3,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),Definitely fake (1),Prefer not to say,Untrustworthy 1,"Yes, somewhat experienced"
62c2da4e711cf6806c5f89a2,329,329,329,1,2,3,2,3,1,Yes,Somewhat Inaccurate (2),Very Inaccurate (1),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Conservative,Neutral   5,"Yes, somewhat experienced"
628e59c5569a529119c936b4,330,330,330,1,2,3,2,3,1,Yes,Somewhat Accurate (4),Very Inaccurate (1),Very Inaccurate (1),Like,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"Yes, very experienced"
56f59251736c79000c2241f7,331,331,331,1,2,3,3,1,2,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),Definitely fake (1),Definitely fake (1),Slightly Conservative,2,"No, I've never used it"
5f1230c4f57b2f06e2465477,332,332,332,1,2,3,1,2,3,Yes,Somewhat Accurate (4),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
627f448165ed9095fd43cfd1,333,333,333,1,2,3,3,1,2,Yes,Somewhat Inaccurate (2),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),I'm not sure (3),Slightly Liberal,Neutral   5,"No, I've never used it"
5ea9e78822bb3115676e8296,334,334,334,1,2,3,2,3,1,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),Definitely real (5),Definitely fake (1),Slightly Liberal,7,"Yes, somewhat experienced"
5f31c74722eeb30e81d1ef3e,335,335,335,1,2,3,2,1,3,Yes,Somewhat Inaccurate (2),Very Accurate (5),Very Inaccurate (1),No Engagement,External Share,Reply,I'm not sure (3),More real than fake (4),More real than fake (4),Slightly Liberal,Neutral   5,"No, I've never used it"
5858c6178604ae000165e66a,336,336,336,1,2,3,1,3,2,Yes,Very Accurate (5),Very Accurate (5),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),I'm not sure (3),Slightly Liberal,6,"Yes, somewhat experienced"
5f4bbf82fffa8779d1d4b082,337,337,337,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),Definitely real (5),Definitely fake (1),Very Conservative,3,"Yes,  but I just started using it"
5ff7c0aca2b5844e7af63fc4,338,338,338,1,2,3,2,3,1,Yes,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Prefer not to say,Untrustworthy 1,"No, I've never used it"
62b4a68f5a0b656aa7a07891,339,339,339,1,2,3,3,1,2,Yes,Very Accurate (5),Somewhat Inaccurate (2),Somewhat Accurate (4),External Share,Retweet,Like,More fake than real (2),Definitely real (5),More fake than real (2),Slightly Liberal,4,"Yes, somewhat experienced"
5ef9338e3fa1390009d94b76,340,340,340,1,2,3,1,2,3,Yes,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,External Share,No Engagement,More real than fake (4),More real than fake (4),Definitely fake (1),Slightly Conservative,3,"Yes, somewhat experienced"
5e742af79064483aedad296c,341,341,341,1,2,3,3,2,1,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),Definitely real (5),More real than fake (4),Very Liberal,7,"Yes, somewhat experienced"
62b9ddea12bb2643ff512fea,342,342,342,1,2,3,3,2,1,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),Definitely fake (1),Prefer not to say,Neutral   5,"Yes,  but I just started using it"
60a13e67f4d344608ad4f178,343,343,343,1,2,3,1,2,3,Yes,Very Inaccurate (1),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,Definitely fake (1),Definitely fake (1),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
5bddc463712eb800010d2e4d,344,344,344,1,2,3,3,2,1,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
60be56ed8a467fb64611d885,345,345,345,1,2,3,3,2,1,No,Very Inaccurate (1),Very Inaccurate (1),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),More real than fake (4),Slightly Liberal,4,"Yes, somewhat experienced"
5c5d01fba8dcb50001212c12,346,346,346,1,2,3,2,3,1,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Conservative,2,"No, I've never used it"
60feeaff1dc2175994046b7c,347,347,347,1,2,3,3,1,2,No,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),More fake than real (2),Very Liberal,6,"Yes, somewhat experienced"
5f0a59d5b314753371bedbd1,348,348,348,1,2,3,1,2,3,No,Somewhat Inaccurate (2),Very Accurate (5),Somewhat Inaccurate (2),No Engagement,Retweet,No Engagement,I'm not sure (3),More real than fake (4),I'm not sure (3),Slightly Conservative,6,"No, I've never used it"
5588d00bfdf99b304dd47ceb,349,349,349,1,2,3,3,2,1,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),I'm not sure (3),More fake than real (2),Slightly Liberal,6,"Yes, very experienced"
60469275f75cd607f61fb973,350,350,350,1,2,3,1,3,2,No,Very Accurate (5),Very Accurate (5),Very Accurate (5),Retweet,External Share,External Share,Definitely real (5),More real than fake (4),More fake than real (2),Very Conservative,8,"Yes, very experienced"
610092cd118be400cb5a66fa,351,351,351,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Very Accurate (5),Neither Accurate nor Inaccurate (3),External Share,Prefer not to say,No Engagement,More fake than real (2),I'm not sure (3),Definitely fake (1),Prefer not to say,Neutral   5,"No, I've never used it"
610aaf2df1bbcc04ce0d2237,352,352,352,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,Prefer not to say,No Engagement,More fake than real (2),I'm not sure (3),I'm not sure (3),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
5d163b2c601cd7000172713c,353,353,353,1,2,3,2,3,1,No,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),Definitely fake (1),More fake than real (2),Very Liberal,Neutral   5,"Yes, somewhat experienced"
61003045d0f2c8b7ddb40dbd,354,354,354,1,2,3,2,3,1,No,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Conservative,Neutral   5,"Yes, very experienced"
62ea94ee18ebb2d0e7344482,355,355,355,1,2,3,1,3,2,No,Somewhat Inaccurate (2),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,Like,Definitely real (5),I'm not sure (3),More fake than real (2),Very Liberal,Neutral   5,"Yes, somewhat experienced"
5ecc6ffce3ca77849333e83e,356,356,356,1,2,3,2,1,3,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Prefer not to say,Untrustworthy 1,"No, I've never used it"
5a9444bd777df200015fb82d,357,357,357,1,2,3,3,1,2,No,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),Definitely fake (1),Very Liberal,7,"Yes,  but I just started using it"
60fe2fca7cb19f2601f75d3c,358,358,358,1,2,3,3,1,2,No,Very Inaccurate (1),Somewhat Accurate (4),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Slightly Liberal,8,"No, I've never used it"
5c8676deddda2d00012ad386,359,359,359,1,2,3,3,2,1,No,Very Inaccurate (1),Very Accurate (5),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,Definitely real (5),I'm not sure (3),More fake than real (2),Very Liberal,4,"Yes, very experienced"
5e9af4184c5f7818ccf9a43e,360,360,360,1,2,3,1,2,3,No,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Slightly Conservative,3,"No, I've never used it"
60fedc328bde65fe6f8fc433,361,361,361,1,2,3,3,2,1,No,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Very Accurate (5),No Engagement,No Engagement,External Share,Definitely fake (1),I'm not sure (3),Definitely fake (1),Slightly Conservative,Neutral   5,"Yes,  but I just started using it"
62ac9371593c281f6b982129,362,362,362,1,2,3,3,1,2,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Somewhat Inaccurate (2),No Engagement,No Engagement,Like,More fake than real (2),More real than fake (4),Definitely fake (1),Slightly Liberal,4,"Yes, somewhat experienced"
61018e110680d3e45deb53ad,363,363,363,1,2,3,1,3,2,No,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,Reply,No Engagement,I'm not sure (3),More fake than real (2),Definitely fake (1),Very Liberal,Neutral   5,"Yes, very experienced"
62ba2675348cc2f1e5dcdfdb,364,364,364,1,2,3,3,2,1,No,Very Accurate (5),Very Inaccurate (1),Very Inaccurate (1),Like,No Engagement,No Engagement,Definitely fake (1),Definitely real (5),Definitely fake (1),Slightly Conservative,Untrustworthy 1,"No, I've never used it"
60fdd1d153b38a0bfe48b972,365,365,365,1,2,3,3,1,2,No,Very Inaccurate (1),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Reply,No Engagement,No Engagement,More real than fake (4),More real than fake (4),Definitely fake (1),Very Liberal,Neutral   5,"No, I've never used it"
61003317b16db7021d440807,366,366,366,1,2,3,2,1,3,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),More fake than real (2),Slightly Liberal,4,"No, I've never used it"
60fed0f8f0e650c3f83c91a3,367,367,367,1,2,3,1,3,2,No,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),I'm not sure (3),Slightly Conservative,Neutral   5,"Yes, somewhat experienced"
62e3fc91bf734f6dbbc0ca15,368,368,368,1,2,3,2,3,1,No,Somewhat Accurate (4),Somewhat Accurate (4),Somewhat Accurate (4),Like,No Engagement,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Very Liberal,4,"Yes, somewhat experienced"
62c36586dec77ac8f474dbaa,369,369,369,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,External Share,More fake than real (2),More real than fake (4),Definitely fake (1),Very Liberal,4,"No, I've never used it"
60a717d4240ef9af015a6258,370,370,370,1,2,3,2,3,1,No,Neither Accurate nor Inaccurate (3),Very Accurate (5),Somewhat Accurate (4),No Engagement,Like,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Slightly Liberal,4,"No, I've never used it"
62990c4098cda1cbab0226be,371,371,371,1,2,3,1,2,3,No,Very Accurate (5),Neither Accurate nor Inaccurate (3),Very Accurate (5),Retweet,No Engagement,Like,More real than fake (4),More real than fake (4),More fake than real (2),Slightly Liberal,7,"No, I've never used it"
61004b542c80cc7e7e441d7b,372,372,372,1,2,3,1,2,3,No,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,3,"No, I've never used it"
60fecfe3e155d9ebfb364560,373,373,373,1,2,3,2,1,3,No,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),Definitely fake (1),Slightly Liberal,8,"Yes,  but I just started using it"
5c03fc30c776820001bdadb3,374,374,374,1,2,3,3,1,2,No,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),More fake than real (2),Definitely fake (1),Very Liberal,Neutral   5,"Yes,  but I just started using it"
5e180c7fb287dc0fbf18414f,375,375,375,1,2,3,1,3,2,No,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Slightly Liberal,Untrustworthy 1,"No, I've never used it"
62ffa51597bb1507ef057ca0,376,376,376,1,2,3,1,3,2,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,3,"Yes, somewhat experienced"
5f677fd8d7573036f051fe04,377,377,377,1,2,3,3,2,1,No,Somewhat Inaccurate (2),Somewhat Accurate (4),Somewhat Inaccurate (2),No Engagement,Like,No Engagement,I'm not sure (3),I'm not sure (3),More fake than real (2),Slightly Conservative,Neutral   5,"No, I've never used it"
60e617b061f5bcf13d6f3534,378,378,378,1,2,3,2,1,3,No,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),More fake than real (2),Very Liberal,3,"Yes, very experienced"
6147a1c343f05087ff340b52,379,379,379,1,2,3,1,3,2,No,Somewhat Accurate (4),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,External Share,I'm not sure (3),More fake than real (2),I'm not sure (3),Very Liberal,6,"No, I've never used it"
5ded224fb48fa73d8cb087ab,380,380,380,1,2,3,3,2,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
628fb6f7127c221f4b8f46e3,381,381,381,1,2,3,2,1,3,No,Somewhat Accurate (4),Somewhat Inaccurate (2),Somewhat Inaccurate (2),Like,Reply,No Engagement,More real than fake (4),I'm not sure (3),Definitely fake (1),Slightly Liberal,3,"Yes,  but I just started using it"
5d63275f9b22da000117b107,382,382,382,1,2,3,3,1,2,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More real than fake (4),Slightly Conservative,Neutral   5,"No, I've never used it"
5e96d0eefea475161115aba9,383,383,383,1,2,3,2,1,3,No,Very Accurate (5),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),I'm not sure (3),Slightly Conservative,8,"No, I've never used it"
5c35293501f27e0001094ba5,384,384,384,1,2,3,3,1,2,No,Very Inaccurate (1),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,Retweet,No Engagement,I'm not sure (3),More fake than real (2),More fake than real (2),Slightly Conservative,6,"No, I've never used it"
60fcca986097e645fa9b751a,385,385,385,1,2,3,1,2,3,No,Somewhat Inaccurate (2),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,Like,No Engagement,I'm not sure (3),More fake than real (2),More fake than real (2),Very Conservative,Neutral   5,"No, I've never used it"
6081142e0c37cd62211cbd87,386,386,386,1,2,3,3,2,1,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More fake than real (2),Slightly Liberal,Neutral   5,"Yes, very experienced"
5fb30a707a6bcca1fd0fa932,387,387,387,1,2,3,3,2,1,No,Very Inaccurate (1),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Very Liberal,7,"Yes,  but I just started using it"
60fcf4f6c21c55d0cc9081c8,388,388,388,1,2,3,2,3,1,No,Somewhat Accurate (4),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),Definitely fake (1),Very Liberal,Neutral   5,"Yes, somewhat experienced"
5deff2bc5812ea000b80557b,389,389,389,1,2,3,3,1,2,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
62ffb7d7aa84de75ddd6c199,390,390,390,1,2,3,2,3,1,No,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,Definitely fake (1),More fake than real (2),Definitely fake (1),Slightly Conservative,2,"No, I've never used it"
61005382d5c81481504cf484,391,391,391,1,2,3,1,2,3,No,Somewhat Accurate (4),Very Inaccurate (1),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),Definitely fake (1),Prefer not to say,8,"No, I've never used it"
62ec4c2522272d8e69b734df,392,392,392,1,2,3,1,3,2,No,Somewhat Accurate (4),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),No Engagement,Reply,Retweet,I'm not sure (3),I'm not sure (3),I'm not sure (3),Prefer not to say,Neutral   5,"Yes, somewhat experienced"
60131babd3a5ad18ed8b15a3,393,393,393,1,2,3,1,2,3,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),Definitely fake (1),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
61083a81b73e8f4168364565,394,394,394,1,2,3,2,3,1,No,Very Accurate (5),Very Inaccurate (1),Somewhat Inaccurate (2),Like,No Engagement,No Engagement,More real than fake (4),More fake than real (2),More fake than real (2),Very Liberal,Neutral   5,"Yes, somewhat experienced"
5c3ce94fba6fab0001c51036,395,395,395,1,2,3,1,3,2,No,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),I'm not sure (3),Slightly Liberal,2,"Yes, somewhat experienced"
61185640428c5bf2eaa55bf7,396,396,396,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More fake than real (2),Definitely fake (1),Very Liberal,Neutral   5,"No, I've never used it"
5e71a80784155f0c75a56c70,397,397,397,1,2,3,3,2,1,No,Somewhat Inaccurate (2),Very Inaccurate (1),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More real than fake (4),More fake than real (2),Definitely fake (1),Very Liberal,3,"Yes, very experienced"
5ee8063f1990bc0f2f51cef4,398,398,398,1,2,3,3,1,2,No,Somewhat Inaccurate (2),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Slightly Liberal,3,"No, I've never used it"
5dc5b9a43a5e6c42ebd041af,399,399,399,1,2,3,2,1,3,No,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
60ff0b140251e3fb7c763d70,400,400,400,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),Definitely fake (1),Very Liberal,8,"No, I've never used it"
5ccf068db0778600017d96d7,401,401,401,1,2,3,3,1,2,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,No Engagement,Like,More real than fake (4),More fake than real (2),More fake than real (2),Slightly Conservative,7,"Yes, somewhat experienced"
5f6eb18408ed4c3fa68fbf8a,402,402,402,1,2,3,1,2,3,No,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,Definitely real (5),Definitely real (5),I'm not sure (3),Slightly Liberal,3,"No, I've never used it"
61202b6be797314915cb1bd7,403,403,403,1,2,3,1,3,2,No,Very Inaccurate (1),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,Definitely fake (1),More real than fake (4),Definitely fake (1),Very Liberal,3,"Yes,  but I just started using it"
62e024e28130783e74dadde0,404,404,404,1,2,3,3,2,1,No,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely real (5),More real than fake (4),More fake than real (2),Slightly Liberal,Neutral   5,"Yes,  but I just started using it"
5f4c5eda037ed5165232d0a0,405,405,405,1,2,3,3,2,1,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Very Accurate (5),No Engagement,No Engagement,No Engagement,Definitely real (5),More real than fake (4),More real than fake (4),Slightly Conservative,Neutral   5,"Yes, somewhat experienced"
6297adbb866016f2393675e4,406,406,406,1,2,3,2,3,1,No,Somewhat Inaccurate (2),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,Untrustworthy 1,"Yes,  but I just started using it"
