Subject,Condition,TweetID,TweetAccuracy,TweetEngage,TEndTime,TPageTime,TPAccuracy,TPEngage,TPEndTime,TPPageTime,FakeRate,FEndTime,FPageTime,Covid_Freq,Political_View,Twitter_Exp,Tweet_Freq,Trust_Tweet,Covid_Vacc,Photoshop,Age,Gender,Education
316,3,3,Neither Accurate nor Inaccurate (3),No Engagement,2.839,3.652,Neither Accurate nor Inaccurate (3),No Engagement,1.191,1.931,I'm not sure (3),0,0.661,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated",Prefer not to say,18-29,Male,Some college but no degree
317,1,1,Somewhat Accurate (4),No Engagement,6.428,9.669,Somewhat Accurate (4),No Engagement,4.353,6.36,I'm not sure (3),0,2.81,Once a month,Slightly Conservative,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",50 or above,Male,Bachelor degree
317,2,2,Neither Accurate nor Inaccurate (3),No Engagement,8.199,12.879,Neither Accurate nor Inaccurate (3),No Engagement,5.071,8.438,I'm not sure (3),0,2.523,Once a month,Slightly Conservative,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",50 or above,Male,Bachelor degree
317,3,3,Neither Accurate nor Inaccurate (3),No Engagement,7.94,9.791,Neither Accurate nor Inaccurate (3),No Engagement,4.554,7.063,I'm not sure (3),0,1.809,Once a month,Slightly Conservative,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",50 or above,Male,Bachelor degree
318,1,3,Very Inaccurate (1),No Engagement,1.376,2.752,Very Inaccurate (1),No Engagement,1.688,2.782,More fake than real (2),0,1.069,Once or twice a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Bachelor degree
318,2,2,Neither Accurate nor Inaccurate (3),No Engagement,10.664,12.912,Neither Accurate nor Inaccurate (3),No Engagement,3.457,4.581,I'm not sure (3),0,1.229,Once or twice a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Bachelor degree
318,3,1,Neither Accurate nor Inaccurate (3),No Engagement,2.744,3.839,Neither Accurate nor Inaccurate (3),No Engagement,3.199,3.654,I'm not sure (3),0,0.917,Once or twice a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Bachelor degree
319,1,3,Neither Accurate nor Inaccurate (3),No Engagement,1.812,1.95,Neither Accurate nor Inaccurate (3),No Engagement,2.848,3.014,I'm not sure (3),2.298,2.547,Once a week,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,Prefer not to say,"Yes, very experienced",30-39,Male,Associate degree
319,2,1,Somewhat Accurate (4),No Engagement,7.594,9.544,Neither Accurate nor Inaccurate (3),No Engagement,1.035,1.61,More real than fake (4),0,0.387,Once a week,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,Prefer not to say,"Yes, very experienced",30-39,Male,Associate degree
319,3,2,Neither Accurate nor Inaccurate (3),No Engagement,0.722,1.303,Very Inaccurate (1),No Engagement,1.958,2.138,More fake than real (2),0,0.307,Once a week,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,Prefer not to say,"Yes, very experienced",30-39,Male,Associate degree
320,1,3,Very Inaccurate (1),No Engagement,3.234,4.284,Very Inaccurate (1),No Engagement,2.649,4.012,Definitely fake (1),0.352,1.509,Once a week,Very Liberal,"Yes, somewhat experienced",Once a week,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
320,2,2,Very Inaccurate (1),No Engagement,5.535,6.639,Somewhat Accurate (4),Like,3.496,4.73,Definitely real (5),0,0.951,Once a week,Very Liberal,"Yes, somewhat experienced",Once a week,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
320,3,1,Very Inaccurate (1),No Engagement,1.918,2.801,Very Inaccurate (1),No Engagement,0.939,2.118,Definitely fake (1),0,5.645,Once a week,Very Liberal,"Yes, somewhat experienced",Once a week,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
321,1,2,Very Inaccurate (1),No Engagement,2.565,3.74,Very Inaccurate (1),No Engagement,2.135,3.062,More fake than real (2),0,1.221,Once or twice a week,Very Liberal,"Yes, very experienced",Once a month,4,"Yes, I have at least one round of the series","Yes, very experienced",18-29,Male,Bachelor degree
321,2,1,Very Inaccurate (1),No Engagement,2.04,2.998,Somewhat Inaccurate (2),No Engagement,2.461,3.63,More fake than real (2),0,0.862,Once or twice a week,Very Liberal,"Yes, very experienced",Once a month,4,"Yes, I have at least one round of the series","Yes, very experienced",18-29,Male,Bachelor degree
321,3,3,Very Inaccurate (1),No Engagement,4.743,6.312,Very Inaccurate (1),No Engagement,4.247,5.613,More real than fake (4),0,0.886,Once or twice a week,Very Liberal,"Yes, very experienced",Once a month,4,"Yes, I have at least one round of the series","Yes, very experienced",18-29,Male,Bachelor degree
322,1,2,Neither Accurate nor Inaccurate (3),No Engagement,40.076,41.302,Neither Accurate nor Inaccurate (3),No Engagement,103.064,104.205,More fake than real (2),50.463,54.218,More than once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",50 or above,Male,Associate degree
322,2,1,Very Inaccurate (1),No Engagement,30.319,34.351,Somewhat Accurate (4),No Engagement,135.837,137.075,More real than fake (4),98.247,98.899,More than once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",50 or above,Male,Associate degree
322,3,3,Very Inaccurate (1),No Engagement,105.692,107.266,Very Inaccurate (1),No Engagement,180.721,181.898,Definitely fake (1),6.633,8.352,More than once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",50 or above,Male,Associate degree
323,1,3,Neither Accurate nor Inaccurate (3),No Engagement,2.62,4.4,Neither Accurate nor Inaccurate (3),No Engagement,3.856,5.207,I'm not sure (3),0,1.333,I did not read or listen to news concerning COVID-19 in the past 12 months,Slightly Conservative,"Yes, very experienced",More than once a week,Neutral 5,Prefer not to say,"No, I've never used it",18-29,Male,"High school degree or equivalent (e.g., GED)"
323,2,1,Neither Accurate nor Inaccurate (3),No Engagement,1.59,3.186,Neither Accurate nor Inaccurate (3),No Engagement,2.229,3.517,I'm not sure (3),0,1.26,I did not read or listen to news concerning COVID-19 in the past 12 months,Slightly Conservative,"Yes, very experienced",More than once a week,Neutral 5,Prefer not to say,"No, I've never used it",18-29,Male,"High school degree or equivalent (e.g., GED)"
323,3,2,Neither Accurate nor Inaccurate (3),No Engagement,3.825,7.776,Neither Accurate nor Inaccurate (3),No Engagement,3.838,11.75,Definitely fake (1),0,1.369,I did not read or listen to news concerning COVID-19 in the past 12 months,Slightly Conservative,"Yes, very experienced",More than once a week,Neutral 5,Prefer not to say,"No, I've never used it",18-29,Male,"High school degree or equivalent (e.g., GED)"
324,1,2,Somewhat Accurate (4),No Engagement,7.75,9.004,Neither Accurate nor Inaccurate (3),No Engagement,4.141,5.79,I'm not sure (3),0,1.378,A few times,Slightly Conservative,"Yes, somewhat experienced",A few times,3,"No, I am not vaccinated","No, I've never used it",50 or above,Male,Some college but no degree
324,2,3,Somewhat Inaccurate (2),No Engagement,3.971,4.991,Somewhat Inaccurate (2),No Engagement,1.677,2.918,More real than fake (4),0,0.875,A few times,Slightly Conservative,"Yes, somewhat experienced",A few times,3,"No, I am not vaccinated","No, I've never used it",50 or above,Male,Some college but no degree
324,3,1,Somewhat Accurate (4),No Engagement,7.573,9.505,Somewhat Accurate (4),No Engagement,4.926,6.636,More real than fake (4),0,1.081,A few times,Slightly Conservative,"Yes, somewhat experienced",A few times,3,"No, I am not vaccinated","No, I've never used it",50 or above,Male,Some college but no degree
325,1,1,Very Inaccurate (1),No Engagement,96.905,98.62,Very Inaccurate (1),No Engagement,2.762,4.216,Definitely real (5),0,3.933,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",A few times,7,"Yes, fully vaccinated","Yes, but I just started using it",18-29,Male,Some college but no degree
325,2,3,Somewhat Inaccurate (2),No Engagement,6.407,8.059,Somewhat Inaccurate (2),No Engagement,5.136,6.315,More real than fake (4),1.334,4.384,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",A few times,7,"Yes, fully vaccinated","Yes, but I just started using it",18-29,Male,Some college but no degree
325,3,2,Very Inaccurate (1),No Engagement,2.391,3.747,Very Inaccurate (1),No Engagement,4.777,6.453,More fake than real (2),0,1.017,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",A few times,7,"Yes, fully vaccinated","Yes, but I just started using it",18-29,Male,Some college but no degree
326,1,3,Very Inaccurate (1),No Engagement,3.854,5.443,Very Inaccurate (1),No Engagement,3.354,4.586,More fake than real (2),0,0.738,Once or twice a week,Very Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
326,2,1,Neither Accurate nor Inaccurate (3),No Engagement,1.641,2.385,Very Inaccurate (1),No Engagement,1.695,2.46,More fake than real (2),1.316,2.862,Once or twice a week,Very Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
326,3,2,Neither Accurate nor Inaccurate (3),No Engagement,2.27,5.978,Very Inaccurate (1),No Engagement,1.469,2.699,Definitely fake (1),0,0.922,Once or twice a week,Very Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
327,1,1,Neither Accurate nor Inaccurate (3),External Share,46.172,47.083,Somewhat Accurate (4),External Share,8.763,10.153,Definitely real (5),2.826,3.537,Once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
327,2,2,Very Inaccurate (1),No Engagement,77.535,78.859,Very Inaccurate (1),No Engagement,30.48,31.673,More fake than real (2),8.855,9.781,Once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
327,3,3,Very Inaccurate (1),No Engagement,11.737,12.759,Very Inaccurate (1),No Engagement,4.111,4.707,Definitely fake (1),8.074,9.451,Once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
328,1,2,Very Inaccurate (1),No Engagement,3.062,4.311,Very Inaccurate (1),No Engagement,1.155,2.67,More fake than real (2),0,3.169,A few times,Prefer not to say,"No, I've never used it",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"No, I am not vaccinated","Yes, somewhat experienced",30-39,Male,Some college but no degree
328,2,1,Very Inaccurate (1),No Engagement,1.254,3.5,Very Inaccurate (1),No Engagement,1.884,3.371,More real than fake (4),2.539,3.547,A few times,Prefer not to say,"No, I've never used it",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"No, I am not vaccinated","Yes, somewhat experienced",30-39,Male,Some college but no degree
328,3,3,Very Inaccurate (1),No Engagement,4.645,6.464,Very Inaccurate (1),No Engagement,1.785,3.512,Definitely fake (1),0,1.307,A few times,Prefer not to say,"No, I've never used it",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"No, I am not vaccinated","Yes, somewhat experienced",30-39,Male,Some college but no degree
329,1,2,Somewhat Accurate (4),Prefer not to say,2.881,3.834,Somewhat Inaccurate (2),No Engagement,1.463,2.163,I'm not sure (3),0.725,1.69,Once a week,Slightly Conservative,"Yes, somewhat experienced",Once or twice a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
329,2,3,Very Inaccurate (1),No Engagement,6.921,9.047,Very Inaccurate (1),No Engagement,5.049,6.531,More real than fake (4),4.231,5.356,Once a week,Slightly Conservative,"Yes, somewhat experienced",Once or twice a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
329,3,1,Somewhat Accurate (4),No Engagement,4.212,6.163,Somewhat Accurate (4),No Engagement,13.4,14.529,More fake than real (2),0,1.148,Once a week,Slightly Conservative,"Yes, somewhat experienced",Once or twice a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
330,1,2,Neither Accurate nor Inaccurate (3),No Engagement,13.631,19.743,Somewhat Accurate (4),Like,1.507,3.462,More real than fake (4),0,1.074,Once or twice a week,Very Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, very experienced",50 or above,Male,Bachelor degree
330,2,3,Very Inaccurate (1),No Engagement,5.388,8.138,Very Inaccurate (1),No Engagement,3.625,5.742,More real than fake (4),0.695,12.421,Once or twice a week,Very Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, very experienced",50 or above,Male,Bachelor degree
330,3,1,Very Inaccurate (1),No Engagement,2.463,4.13,Very Inaccurate (1),No Engagement,8.204,9.439,More fake than real (2),26.618,28.476,Once or twice a week,Very Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, very experienced",50 or above,Male,Bachelor degree
331,1,3,Very Inaccurate (1),No Engagement,1.933,2.878,Very Inaccurate (1),No Engagement,1.015,2.069,Definitely fake (1),0,0.694,A few times,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"No, I am not vaccinated","No, I've never used it",30-39,Male,"High school degree or equivalent (e.g., GED)"
331,2,1,Neither Accurate nor Inaccurate (3),No Engagement,20.775,21.909,Very Inaccurate (1),No Engagement,2.582,3.462,Definitely fake (1),5.172,6.01,A few times,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"No, I am not vaccinated","No, I've never used it",30-39,Male,"High school degree or equivalent (e.g., GED)"
331,3,2,Somewhat Inaccurate (2),No Engagement,0.959,1.999,Very Inaccurate (1),No Engagement,1.008,1.765,Definitely fake (1),0,0.832,A few times,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"No, I am not vaccinated","No, I've never used it",30-39,Male,"High school degree or equivalent (e.g., GED)"
332,1,1,Somewhat Accurate (4),No Engagement,5.942,7.788,Somewhat Accurate (4),No Engagement,2.627,4.073,I'm not sure (3),0,1.092,More than once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",50 or above,Male,Some college but no degree
332,2,2,Somewhat Inaccurate (2),No Engagement,6.368,7.373,Somewhat Inaccurate (2),No Engagement,6.109,7.515,More fake than real (2),0,1.08,More than once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",50 or above,Male,Some college but no degree
332,3,3,Very Inaccurate (1),No Engagement,3.496,4.974,Very Inaccurate (1),No Engagement,2.712,4.105,More fake than real (2),0,1.397,More than once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",50 or above,Male,Some college but no degree
333,1,3,Somewhat Inaccurate (2),No Engagement,6.038,7.784,Somewhat Inaccurate (2),No Engagement,4.754,6.009,More real than fake (4),0,3.302,More than once a week,Slightly Liberal,"Yes, somewhat experienced",Once or twice a week,Neutral 5,"Yes, fully vaccinated","No, I've never used it",40-49,Male,Graduate degree
333,2,1,Very Inaccurate (1),No Engagement,3.045,6.885,Very Inaccurate (1),No Engagement,2.486,4.392,More real than fake (4),0,1.69,More than once a week,Slightly Liberal,"Yes, somewhat experienced",Once or twice a week,Neutral 5,"Yes, fully vaccinated","No, I've never used it",40-49,Male,Graduate degree
333,3,2,Neither Accurate nor Inaccurate (3),No Engagement,5.069,8.072,Neither Accurate nor Inaccurate (3),No Engagement,10.233,13.708,I'm not sure (3),0,1.884,More than once a week,Slightly Liberal,"Yes, somewhat experienced",Once or twice a week,Neutral 5,"Yes, fully vaccinated","No, I've never used it",40-49,Male,Graduate degree
334,1,2,Very Inaccurate (1),No Engagement,19.242,21.263,Very Inaccurate (1),No Engagement,37.983,41.203,Definitely fake (1),17.8,23.072,More than once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
334,2,3,Very Inaccurate (1),No Engagement,31.98,33.972,Very Inaccurate (1),No Engagement,49.136,51.391,Definitely real (5),12.125,13.566,More than once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
334,3,1,Very Inaccurate (1),No Engagement,32.098,33.902,Very Inaccurate (1),No Engagement,17.782,19.465,Definitely fake (1),17.098,21.278,More than once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
335,1,2,Somewhat Inaccurate (2),No Engagement,6.558,7.812,Somewhat Inaccurate (2),No Engagement,4.28,5.194,I'm not sure (3),0,2.071,More than once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, I have at least one round of the series","No, I've never used it",30-39,Male,Graduate degree
335,2,1,Very Accurate (5),External Share,8.839,10.603,Very Accurate (5),External Share,9.336,10.531,More real than fake (4),0,1.235,More than once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, I have at least one round of the series","No, I've never used it",30-39,Male,Graduate degree
335,3,3,Very Inaccurate (1),Reply,5.672,6.88,Very Inaccurate (1),Reply,3.929,5.107,More real than fake (4),5.732,6.547,More than once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, I have at least one round of the series","No, I've never used it",30-39,Male,Graduate degree
336,1,1,Very Accurate (5),No Engagement,7.096,9.988,Very Accurate (5),No Engagement,2.405,3.475,I'm not sure (3),13.848,17.765,A few times,Slightly Liberal,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","Yes, somewhat experienced",40-49,Male,Some college but no degree
336,2,3,Somewhat Accurate (4),No Engagement,34.645,35.52,Very Accurate (5),No Engagement,7.508,8.494,More real than fake (4),0,1.155,A few times,Slightly Liberal,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","Yes, somewhat experienced",40-49,Male,Some college but no degree
336,3,2,Somewhat Accurate (4),No Engagement,7.672,8.929,Somewhat Accurate (4),No Engagement,4.875,6.044,I'm not sure (3),0,1.116,A few times,Slightly Liberal,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","Yes, somewhat experienced",40-49,Male,Some college but no degree
337,1,1,Somewhat Accurate (4),No Engagement,10.542,11.65,Somewhat Accurate (4),No Engagement,2.913,5.096,I'm not sure (3),0,1.047,A few times,Very Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,"No, I am not vaccinated","Yes, but I just started using it",30-39,Male,"High school degree or equivalent (e.g., GED)"
337,2,3,Somewhat Inaccurate (2),No Engagement,2.879,3.766,Somewhat Inaccurate (2),No Engagement,2.071,3.365,Definitely real (5),0,0.744,A few times,Very Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,"No, I am not vaccinated","Yes, but I just started using it",30-39,Male,"High school degree or equivalent (e.g., GED)"
337,3,2,Neither Accurate nor Inaccurate (3),No Engagement,1.84,3.111,Neither Accurate nor Inaccurate (3),No Engagement,2.4,3.633,Definitely fake (1),1.113,2.185,A few times,Very Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,"No, I am not vaccinated","Yes, but I just started using it",30-39,Male,"High school degree or equivalent (e.g., GED)"
338,1,2,Neither Accurate nor Inaccurate (3),No Engagement,3.689,4.864,Neither Accurate nor Inaccurate (3),No Engagement,4.624,6.562,More real than fake (4),0,1.345,A few times,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Bachelor degree
338,2,3,Somewhat Inaccurate (2),No Engagement,2.397,4.224,Somewhat Inaccurate (2),No Engagement,2.102,3.97,More real than fake (4),0,3.436,A few times,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Bachelor degree
338,3,1,Very Accurate (5),No Engagement,8.942,11.102,Very Inaccurate (1),No Engagement,6.338,7.59,More fake than real (2),1.728,3.503,A few times,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Bachelor degree
339,1,3,Somewhat Accurate (4),Like,72.306,74.559,Very Accurate (5),External Share,20.602,26.061,More fake than real (2),12.599,14.505,Once or twice a week,Slightly Liberal,"Yes, very experienced",More than once a week,4,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
339,2,1,Somewhat Accurate (4),Prefer not to say,155.866,157.51,Somewhat Inaccurate (2),Retweet,43.511,44.971,Definitely real (5),61.267,62.654,Once or twice a week,Slightly Liberal,"Yes, very experienced",More than once a week,4,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
339,3,2,Neither Accurate nor Inaccurate (3),Like,77.948,103.921,Somewhat Accurate (4),Like,124.12,125.653,More fake than real (2),44.69,54.203,Once or twice a week,Slightly Liberal,"Yes, very experienced",More than once a week,4,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
340,1,1,Somewhat Inaccurate (2),No Engagement,32.334,33.594,Somewhat Inaccurate (2),No Engagement,25.603,26.929,More real than fake (4),2.544,3.933,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",A few times,3,"Yes, fully vaccinated","Yes, somewhat experienced",40-49,Female,Graduate degree
340,2,2,Neither Accurate nor Inaccurate (3),External Share,15.786,16.965,Neither Accurate nor Inaccurate (3),External Share,5.984,6.893,More real than fake (4),5.419,6.372,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",A few times,3,"Yes, fully vaccinated","Yes, somewhat experienced",40-49,Female,Graduate degree
340,3,3,Neither Accurate nor Inaccurate (3),No Engagement,42.698,43.732,Neither Accurate nor Inaccurate (3),No Engagement,14.827,15.929,Definitely fake (1),1.2,1.9,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",A few times,3,"Yes, fully vaccinated","Yes, somewhat experienced",40-49,Female,Graduate degree
341,1,3,Very Inaccurate (1),No Engagement,2,3.199,Somewhat Accurate (4),No Engagement,7.472,8.703,More fake than real (2),0,1.693,More than once a week,Very Liberal,"Yes, somewhat experienced",More than once a week,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Graduate degree
341,2,2,Neither Accurate nor Inaccurate (3),No Engagement,4.168,5.197,Somewhat Accurate (4),No Engagement,2.816,4.128,Definitely real (5),0,1.486,More than once a week,Very Liberal,"Yes, somewhat experienced",More than once a week,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Graduate degree
341,3,1,Somewhat Inaccurate (2),No Engagement,24.833,26.608,Very Inaccurate (1),No Engagement,4.327,5.93,More real than fake (4),0,2.455,More than once a week,Very Liberal,"Yes, somewhat experienced",More than once a week,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Graduate degree
342,1,3,Neither Accurate nor Inaccurate (3),No Engagement,9.65,11.004,Neither Accurate nor Inaccurate (3),No Engagement,63.351,64.42,More fake than real (2),34.123,35.411,More than once a week,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",40-49,Male,Bachelor degree
342,2,2,Somewhat Accurate (4),No Engagement,30.622,31.548,Somewhat Accurate (4),No Engagement,63.62,74.021,More fake than real (2),29.206,31.342,More than once a week,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",40-49,Male,Bachelor degree
342,3,1,Neither Accurate nor Inaccurate (3),No Engagement,31.819,32.778,Neither Accurate nor Inaccurate (3),No Engagement,38.793,39.856,Definitely fake (1),0,0.94,More than once a week,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",40-49,Male,Bachelor degree
343,1,1,Very Inaccurate (1),No Engagement,4.605,5.379,Very Inaccurate (1),No Engagement,2.025,3.045,Definitely fake (1),0,0.549,Once a month,Slightly Liberal,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Some college but no degree
343,2,2,Very Inaccurate (1),No Engagement,22.725,23.926,Very Inaccurate (1),No Engagement,19.388,20.293,Definitely fake (1),62.409,62.944,Once a month,Slightly Liberal,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Some college but no degree
343,3,3,Very Accurate (5),Retweet,314.656,315.431,Neither Accurate nor Inaccurate (3),No Engagement,16.268,18.333,Definitely fake (1),0,0.739,Once a month,Slightly Liberal,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Some college but no degree
344,1,3,Very Inaccurate (1),No Engagement,4.797,6.872,Very Inaccurate (1),No Engagement,11.549,13.367,I'm not sure (3),0,1.502,Once a month,Slightly Liberal,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",18-29,Female,Bachelor degree
344,2,2,Neither Accurate nor Inaccurate (3),No Engagement,9.772,11.398,Neither Accurate nor Inaccurate (3),No Engagement,2.452,9.63,I'm not sure (3),0,1.709,Once a month,Slightly Liberal,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",18-29,Female,Bachelor degree
344,3,1,Somewhat Inaccurate (2),No Engagement,1.346,3.228,Very Inaccurate (1),No Engagement,2.317,4.321,More fake than real (2),10.853,12.271,Once a month,Slightly Liberal,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",18-29,Female,Bachelor degree
,,,,,,,,,,,,,,,,,,,,,,,
345,1,3,Very Inaccurate (1),No Engagement,6.115,7.551,Somewhat Inaccurate (2),No Engagement,11.775,13.39,I'm not sure (3),0.85,1.324,Once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,4,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Some college but no degree
345,2,2,Very Inaccurate (1),No Engagement,2.31,3.553,Neither Accurate nor Inaccurate (3),No Engagement,3.089,4.551,More fake than real (2),2.43,9.083,Once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,4,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Some college but no degree
