Accuracy,Engagement,HasProfile,TweetID,Condition,SubjectID,Political View,Trust Tweet,Photoshop,Timing,FPTiming
Very Inaccurate (1),No Engagement,Yes,1,3,240,Very Liberal,6,"Yes, somewhat experienced",4.081,0
Very Inaccurate (1),No Engagement,Yes,1,3,241,Very Liberal,6,"No, I've never used it",2.668,0
Somewhat Inaccurate (2),No Engagement,Yes,3,3,242,Slightly Liberal,6,"Yes,  but I just started using it",4.988,6.335
Very Inaccurate (1),No Engagement,Yes,3,3,243,Very Liberal,6,"No, I've never used it",1.643,0
Very Inaccurate (1),Reply,Yes,2,3,244,Slightly Conservative,4,"Yes,  but I just started using it",13.534,4.491
Very Inaccurate (1),No Engagement,Yes,1,3,245,Very Liberal,Neutral   5,"Yes,  but I just started using it",32.145,6.778
Very Inaccurate (1),No Engagement,Yes,3,3,246,Very Liberal,6,"No, I've never used it",8.16,0
Very Inaccurate (1),No Engagement,Yes,2,3,247,Slightly Liberal,6,"No, I've never used it",6.574,3.14
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,3,248,Very Liberal,7,"Yes, somewhat experienced",2.453,8.014
Very Accurate (5),External Share,Yes,3,3,249,Very Conservative,7,"Yes, somewhat experienced",4.926,4.146
Very Inaccurate (1),No Engagement,Yes,1,3,250,Prefer not to say,Neutral   5,"No, I've never used it",1.818,0
Very Inaccurate (1),No Engagement,Yes,3,3,251,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",7.711,4.844
Very Inaccurate (1),No Engagement,Yes,2,3,252,Slightly Conservative,2,"No, I've never used it",6.462,2.955
Somewhat Inaccurate (2),No Engagement,Yes,2,3,253,Very Liberal,8,"No, I've never used it",5.663,8.94
Very Inaccurate (1),No Engagement,Yes,3,3,254,Very Liberal,4,"Yes, somewhat experienced",13.268,5.535
Very Inaccurate (1),No Engagement,Yes,3,3,255,Slightly Conservative,6,"Yes,  but I just started using it",8.901,35.769
Very Inaccurate (1),No Engagement,Yes,1,3,256,Slightly Conservative,3,"No, I've never used it",3.094,7.326
Very Inaccurate (1),No Engagement,Yes,3,3,257,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",9.872,0
Somewhat Accurate (4),No Engagement,Yes,2,3,258,Very Conservative,Neutral   5,"No, I've never used it",4.475,0.356
Somewhat Inaccurate (2),No Engagement,Yes,2,3,259,Very Liberal,3,"Yes, somewhat experienced",6.539,2.987
Very Inaccurate (1),No Engagement,Yes,1,3,260,Very Liberal,Neutral   5,"Yes, somewhat experienced",3.974,3.527
Very Inaccurate (1),No Engagement,Yes,1,3,261,Very Liberal,4,"No, I've never used it",11.952,3.653
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,3,262,Slightly Liberal,Neutral   5,"No, I've never used it",5.951,0.966
Very Accurate (5),Retweet,Yes,1,3,263,Very Conservative,Neutral   5,"No, I've never used it",4.373,7.987
Very Accurate (5),No Engagement,Yes,3,3,264,Very Conservative,2,"Yes, somewhat experienced",6.856,1.007
Very Inaccurate (1),No Engagement,Yes,3,3,265,Very Liberal,4,"No, I've never used it",7.972,2.904
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,3,266,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",4.466,0
Very Inaccurate (1),No Engagement,Yes,3,3,267,Slightly Liberal,4,"Yes,  but I just started using it",3.097,0.37
Very Inaccurate (1),Reply,Yes,3,3,268,Very Liberal,7,"Yes,  but I just started using it",3.392,2.457
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,3,269,Prefer not to say,Neutral   5,"Yes, somewhat experienced",3.456,0
Very Inaccurate (1),No Engagement,Yes,2,3,270,Very Liberal,4,"No, I've never used it",4.676,13.825
Very Inaccurate (1),No Engagement,Yes,1,3,271,Very Liberal,7,Prefer not to say,28.772,17.937
Very Inaccurate (1),No Engagement,Yes,1,3,272,Very Liberal,8,"No, I've never used it",5.179,0
Very Inaccurate (1),No Engagement,Yes,3,3,273,Slightly Conservative,Neutral   5,"Yes, very experienced",5.977,0
Very Inaccurate (1),No Engagement,Yes,3,3,274,Very Liberal,Neutral   5,"No, I've never used it",3.796,2.939
Somewhat Inaccurate (2),No Engagement,Yes,1,3,275,Slightly Conservative,6,"Yes, somewhat experienced",5.797,4.201
Very Inaccurate (1),Reply,Yes,3,3,276,Very Liberal,Neutral   5,"Yes, very experienced",27.514,15.611
Very Inaccurate (1),No Engagement,Yes,2,3,277,Very Liberal,4,"No, I've never used it",1.847,0.617
Very Inaccurate (1),Reply,Yes,3,3,278,Slightly Liberal,6,"No, I've never used it",7.511,0
Very Inaccurate (1),No Engagement,Yes,3,3,279,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",6.55,4.826
Somewhat Accurate (4),No Engagement,Yes,2,3,280,Very Liberal,Neutral   5,"No, I've never used it",18.949,4.154
Very Inaccurate (1),No Engagement,Yes,1,3,281,Very Liberal,8,"No, I've never used it",4.28,5.822
Very Inaccurate (1),No Engagement,Yes,3,3,282,Very Liberal,Neutral   5,"Yes, somewhat experienced",8.567,17.162
Very Inaccurate (1),No Engagement,Yes,3,3,283,Slightly Liberal,2,"Yes, very experienced",14.589,2.72
Somewhat Inaccurate (2),No Engagement,Yes,2,3,284,Very Liberal,3,"Yes, somewhat experienced",15.795,9.723
Very Inaccurate (1),No Engagement,Yes,1,3,285,Slightly Liberal,8,"No, I've never used it",23.982,10.981
Very Inaccurate (1),No Engagement,Yes,3,3,286,Slightly Conservative,7,"Yes, somewhat experienced",4.529,0.999
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,3,287,Very Liberal,Neutral   5,"Yes, very experienced",4.089,1.702
Very Inaccurate (1),No Engagement,Yes,2,3,288,Slightly Liberal,7,"Yes, somewhat experienced",2.065,2.63
Somewhat Accurate (4),Like,Yes,3,3,289,Slightly Liberal,Neutral   5,"No, I've never used it",16.244,11.385
Very Inaccurate (1),No Engagement,Yes,1,3,290,Slightly Liberal,Neutral   5,"Yes, very experienced",7.282,1.562
Very Inaccurate (1),No Engagement,Yes,3,3,291,Slightly Conservative,6,"No, I've never used it",3.75,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,3,292,Slightly Liberal,7,"Yes, somewhat experienced",1.339,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,3,293,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",3.513,0.826
Very Inaccurate (1),No Engagement,Yes,1,3,294,Slightly Conservative,4,"Yes, very experienced",4.146,2.593
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,3,295,Slightly Conservative,7,"Yes, somewhat experienced",1.819,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,3,296,Very Liberal,Neutral   5,"Yes, somewhat experienced",12.229,0
Neither Accurate nor Inaccurate (3),Like,Yes,1,3,297,Very Conservative,6,"Yes,  but I just started using it",1.21,2.926
Somewhat Inaccurate (2),No Engagement,Yes,3,3,298,Slightly Liberal,Neutral   5,"No, I've never used it",18.204,3.999
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,3,299,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",16.315,4.483
Somewhat Inaccurate (2),No Engagement,Yes,3,3,300,Slightly Liberal,4,"No, I've never used it",7.84,1.231
Somewhat Inaccurate (2),No Engagement,Yes,2,3,301,Very Liberal,8,"Yes, somewhat experienced",6.296,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,3,302,Slightly Liberal,7,"Yes, somewhat experienced",1.832,0
Somewhat Accurate (4),No Engagement,Yes,1,3,303,Slightly Conservative,Neutral   5,"No, I've never used it",1.007,0
Somewhat Inaccurate (2),No Engagement,Yes,3,3,304,Slightly Liberal,Neutral   5,"No, I've never used it",13.067,1.267
Very Inaccurate (1),No Engagement,Yes,1,3,305,Slightly Conservative,3,"Yes,  but I just started using it",16.328,2.886
Very Inaccurate (1),External Share,Yes,3,3,306,Slightly Liberal,4,"Yes,  but I just started using it",3.312,0
Somewhat Inaccurate (2),No Engagement,Yes,2,3,307,Slightly Liberal,4,"No, I've never used it",4.497,5.652
Somewhat Accurate (4),No Engagement,Yes,2,3,308,Very Conservative,Neutral   5,"No, I've never used it",3.592,0
Very Inaccurate (1),No Engagement,Yes,3,3,309,Slightly Liberal,4,"No, I've never used it",1.115,0.948
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,3,310,Slightly Liberal,6,"No, I've never used it",4.4,2.474
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,3,311,Slightly Conservative,8,"No, I've never used it",71.048,6.517
Somewhat Accurate (4),No Engagement,Yes,2,3,312,Slightly Conservative,4,"Yes, somewhat experienced",27.657,22.166
Very Inaccurate (1),No Engagement,Yes,2,3,313,Slightly Liberal,4,"No, I've never used it",8.43,0
Somewhat Accurate (4),No Engagement,Yes,1,3,314,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",14.166,5.532
Somewhat Inaccurate (2),No Engagement,Yes,1,3,315,Very Liberal,7,"No, I've never used it",1.895,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,3,316,Slightly Liberal,Neutral   5,Prefer not to say,1.191,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,3,317,Slightly Conservative,Neutral   5,"No, I've never used it",4.554,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,3,318,Very Liberal,3,"No, I've never used it",3.199,0
Very Inaccurate (1),No Engagement,Yes,2,3,319,Prefer not to say,3,"Yes, very experienced",1.958,0
Very Inaccurate (1),No Engagement,Yes,1,3,320,Very Liberal,7,"Yes, somewhat experienced",0.939,0
Very Inaccurate (1),No Engagement,Yes,3,3,321,Very Liberal,4,"Yes, very experienced",4.247,0
Very Inaccurate (1),No Engagement,Yes,3,3,322,Slightly Liberal,Neutral   5,"No, I've never used it",180.721,6.633
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,3,323,Slightly Conservative,Neutral   5,"No, I've never used it",3.838,0
Somewhat Accurate (4),No Engagement,Yes,1,3,324,Slightly Conservative,3,"No, I've never used it",4.926,0
Very Inaccurate (1),No Engagement,Yes,2,3,325,Slightly Conservative,7,"Yes,  but I just started using it",4.777,0
Very Inaccurate (1),No Engagement,Yes,2,3,326,Very Liberal,Neutral   5,"Yes, somewhat experienced",1.469,0
Very Inaccurate (1),No Engagement,Yes,3,3,327,Slightly Liberal,Neutral   5,"No, I've never used it",4.111,8.074
Very Inaccurate (1),No Engagement,Yes,3,3,328,Prefer not to say,Untrustworthy 1,"Yes, somewhat experienced",1.785,0
Somewhat Accurate (4),No Engagement,Yes,1,3,329,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",13.4,0
Very Inaccurate (1),No Engagement,Yes,1,3,330,Very Liberal,Neutral   5,"Yes, very experienced",8.204,26.618
Very Inaccurate (1),No Engagement,Yes,2,3,331,Slightly Conservative,2,"No, I've never used it",1.008,0
Very Inaccurate (1),No Engagement,Yes,3,3,332,Slightly Liberal,Neutral   5,"No, I've never used it",2.712,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,3,333,Slightly Liberal,Neutral   5,"No, I've never used it",10.233,0
Very Inaccurate (1),No Engagement,Yes,1,3,334,Slightly Liberal,7,"Yes, somewhat experienced",17.782,17.098
Very Inaccurate (1),Reply,Yes,3,3,335,Slightly Liberal,Neutral   5,"No, I've never used it",3.929,5.732
Somewhat Accurate (4),No Engagement,Yes,2,3,336,Slightly Liberal,6,"Yes, somewhat experienced",4.875,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,3,337,Very Conservative,3,"Yes,  but I just started using it",2.4,1.113
Very Inaccurate (1),No Engagement,Yes,1,3,338,Prefer not to say,Untrustworthy 1,"No, I've never used it",6.338,1.728
Somewhat Accurate (4),Like,Yes,2,3,339,Slightly Liberal,4,"Yes, somewhat experienced",124.12,44.69
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,3,340,Slightly Conservative,3,"Yes, somewhat experienced",14.827,1.2
Very Inaccurate (1),No Engagement,Yes,1,3,341,Very Liberal,7,"Yes, somewhat experienced",4.327,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,3,342,Prefer not to say,Neutral   5,"Yes,  but I just started using it",38.793,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,3,343,Slightly Liberal,Neutral   5,"No, I've never used it",16.268,0
Very Inaccurate (1),No Engagement,Yes,1,3,344,Slightly Liberal,Neutral   5,"No, I've never used it",2.317,10.853
Very Inaccurate (1),No Engagement,No,3,1,345,Slightly Liberal,4,"Yes, somewhat experienced",6.115,0.85
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,346,Slightly Conservative,2,"No, I've never used it",3.34,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,1,347,Very Liberal,6,"Yes, somewhat experienced",15.144,0
Somewhat Inaccurate (2),No Engagement,No,1,1,348,Slightly Conservative,6,"No, I've never used it",23.354,8.101
Very Inaccurate (1),No Engagement,No,3,1,349,Slightly Liberal,6,"Yes, very experienced",6.922,5.711
Very Accurate (5),Retweet,No,1,1,350,Very Conservative,8,"Yes, very experienced",10.452,0
Neither Accurate nor Inaccurate (3),External Share,No,2,1,351,Prefer not to say,Neutral   5,"No, I've never used it",9.624,1.07
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,352,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",5.48,2.093
Somewhat Inaccurate (2),No Engagement,No,2,1,353,Very Liberal,Neutral   5,"Yes, somewhat experienced",4.75,1.52
Somewhat Inaccurate (2),No Engagement,No,2,1,354,Slightly Conservative,Neutral   5,"Yes, very experienced",21.897,0
Somewhat Inaccurate (2),No Engagement,No,1,1,355,Very Liberal,Neutral   5,"Yes, somewhat experienced",3.698,0
Very Inaccurate (1),No Engagement,No,2,1,356,Prefer not to say,Untrustworthy 1,"No, I've never used it",12.536,2.305
Very Inaccurate (1),No Engagement,No,3,1,357,Very Liberal,7,"Yes,  but I just started using it",7.793,0
Very Inaccurate (1),No Engagement,No,3,1,358,Slightly Liberal,8,"No, I've never used it",9.684,5.81
Very Inaccurate (1),No Engagement,No,3,1,359,Very Liberal,4,"Yes, very experienced",14.619,4.013
Somewhat Inaccurate (2),No Engagement,No,1,1,360,Slightly Conservative,3,"No, I've never used it",4.58,1.775
Somewhat Inaccurate (2),No Engagement,No,3,1,361,Slightly Conservative,Neutral   5,"Yes,  but I just started using it",11.097,2.552
Neither Accurate nor Inaccurate (3),No Engagement,No,3,1,362,Slightly Liberal,4,"Yes, somewhat experienced",9.777,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,363,Very Liberal,Neutral   5,"Yes, very experienced",1.496,0
Very Accurate (5),Like,No,3,1,364,Slightly Conservative,Untrustworthy 1,"No, I've never used it",7.456,1.384
Very Inaccurate (1),Reply,No,3,1,365,Very Liberal,Neutral   5,"No, I've never used it",6.417,1.56
Very Inaccurate (1),No Engagement,No,2,1,366,Slightly Liberal,4,"No, I've never used it",3.274,0
Somewhat Accurate (4),No Engagement,No,1,1,367,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",16.077,11.005
Somewhat Accurate (4),Like,No,2,1,368,Very Liberal,4,"Yes, somewhat experienced",37.917,10.81
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,369,Very Liberal,4,"No, I've never used it",12.386,1.776
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,370,Slightly Liberal,4,"No, I've never used it",258.189,17.452
Very Accurate (5),Retweet,No,1,1,371,Slightly Liberal,7,"No, I've never used it",2.63,0
Somewhat Inaccurate (2),No Engagement,No,1,1,372,Very Liberal,3,"No, I've never used it",2.441,0
Somewhat Inaccurate (2),No Engagement,No,2,1,373,Slightly Liberal,8,"Yes,  but I just started using it",5.783,0
Somewhat Inaccurate (2),No Engagement,No,3,1,374,Very Liberal,Neutral   5,"Yes,  but I just started using it",17.01,5.256
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,375,Slightly Liberal,Untrustworthy 1,"No, I've never used it",4.716,0
Very Inaccurate (1),No Engagement,No,1,1,376,Very Liberal,3,"Yes, somewhat experienced",6.262,1.183
Somewhat Inaccurate (2),No Engagement,No,3,1,377,Slightly Conservative,Neutral   5,"No, I've never used it",10.979,12.273
Very Inaccurate (1),No Engagement,No,2,1,378,Very Liberal,3,"Yes, very experienced",2.709,0
Somewhat Accurate (4),No Engagement,No,1,1,379,Very Liberal,6,"No, I've never used it",2.44,0
Very Inaccurate (1),No Engagement,No,3,1,380,Slightly Liberal,Neutral   5,"No, I've never used it",4.176,0
Somewhat Accurate (4),Like,No,2,1,381,Slightly Liberal,3,"Yes,  but I just started using it",12.696,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,1,382,Slightly Conservative,Neutral   5,"No, I've never used it",5.761,0
Very Accurate (5),No Engagement,No,2,1,383,Slightly Conservative,8,"No, I've never used it",19.322,2.41
Very Inaccurate (1),No Engagement,No,3,1,384,Slightly Conservative,6,"No, I've never used it",55.635,14.168
Somewhat Inaccurate (2),No Engagement,No,1,1,385,Very Conservative,Neutral   5,"No, I've never used it",3.517,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,1,386,Slightly Liberal,Neutral   5,"Yes, very experienced",12.796,6.932
Very Inaccurate (1),No Engagement,No,3,1,387,Very Liberal,7,"Yes,  but I just started using it",3.627,16.37
Somewhat Accurate (4),No Engagement,No,2,1,388,Very Liberal,Neutral   5,"Yes, somewhat experienced",1.944,0
Very Inaccurate (1),No Engagement,No,3,1,389,Slightly Liberal,Neutral   5,"No, I've never used it",5.687,26.808
Somewhat Inaccurate (2),No Engagement,No,2,1,390,Slightly Conservative,2,"No, I've never used it",2.413,0
Somewhat Accurate (4),No Engagement,No,1,1,391,Prefer not to say,8,"No, I've never used it",18.94,2.365
Somewhat Accurate (4),No Engagement,No,1,1,392,Prefer not to say,Neutral   5,"Yes, somewhat experienced",19.396,15.219
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,393,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",5.307,0
Very Accurate (5),Like,No,2,1,394,Very Liberal,Neutral   5,"Yes, somewhat experienced",4.093,5.99
Somewhat Inaccurate (2),No Engagement,No,1,1,395,Slightly Liberal,2,"Yes, somewhat experienced",5.902,7.407
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,396,Very Liberal,Neutral   5,"No, I've never used it",5.25,0
Somewhat Inaccurate (2),No Engagement,No,3,1,397,Very Liberal,3,"Yes, very experienced",2.575,0
Somewhat Inaccurate (2),No Engagement,No,3,1,398,Slightly Liberal,3,"No, I've never used it",8.077,0
Very Inaccurate (1),No Engagement,No,2,1,399,Slightly Liberal,Neutral   5,"No, I've never used it",7.151,2.574
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,400,Very Liberal,8,"No, I've never used it",4.61,0
Very Inaccurate (1),No Engagement,No,3,1,401,Slightly Conservative,7,"Yes, somewhat experienced",4.193,0
Somewhat Accurate (4),No Engagement,No,1,1,402,Slightly Liberal,3,"No, I've never used it",1.68,0
Very Inaccurate (1),No Engagement,No,1,1,403,Very Liberal,3,"Yes,  but I just started using it",2.954,0
Very Inaccurate (1),No Engagement,No,3,1,404,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",1.264,1.91
Neither Accurate nor Inaccurate (3),No Engagement,No,3,1,405,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",6.859,9.036
Somewhat Inaccurate (2),No Engagement,No,2,1,406,Very Liberal,Untrustworthy 1,"Yes,  but I just started using it",3.752,0
Very Accurate (5),No Engagement,No,1,1,407,Very Conservative,2,"No, I've never used it",4.503,2.653
Very Inaccurate (1),No Engagement,No,2,1,408,Very Liberal,4,"Yes, somewhat experienced",23.57,4.132
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,409,Slightly Liberal,3,"Yes, somewhat experienced",4.631,0
Somewhat Accurate (4),No Engagement,No,1,1,410,Prefer not to say,Neutral   5,"No, I've never used it",5.088,0
Very Inaccurate (1),Reply,No,3,1,411,Slightly Conservative,7,"No, I've never used it",3.532,0
Somewhat Accurate (4),Retweet,No,3,1,412,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",12.125,7.721
Somewhat Accurate (4),Reply,No,2,1,413,Slightly Liberal,8,"Yes, very experienced",2.304,0
Very Inaccurate (1),No Engagement,No,3,1,414,Very Liberal,Neutral   5,"Yes, somewhat experienced",7.504,0
Somewhat Inaccurate (2),Like,No,1,1,415,Slightly Conservative,7,"Yes,  but I just started using it",15.58,12.192
Somewhat Accurate (4),Like,No,2,1,416,Very Conservative,Trustworthy 10,"Yes, somewhat experienced",2.08,18.383
Very Inaccurate (1),No Engagement,No,1,1,417,Very Liberal,6,"Yes,  but I just started using it",8.127,6.213
Somewhat Inaccurate (2),No Engagement,Yes,3,1,345,Slightly Liberal,4,"Yes, somewhat experienced",11.775,0.85
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,1,346,Slightly Conservative,2,"No, I've never used it",1.79,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,347,Very Liberal,6,"Yes, somewhat experienced",2.323,0
Somewhat Inaccurate (2),No Engagement,Yes,1,1,348,Slightly Conservative,6,"No, I've never used it",12.585,8.101
Very Inaccurate (1),No Engagement,Yes,3,1,349,Slightly Liberal,6,"Yes, very experienced",6.78,5.711
Very Accurate (5),Like,Yes,1,1,350,Very Conservative,8,"Yes, very experienced",4.35,0
Somewhat Inaccurate (2),Reply,Yes,2,1,351,Prefer not to say,Neutral   5,"No, I've never used it",4.187,1.07
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,1,352,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",5.539,2.093
Somewhat Inaccurate (2),No Engagement,Yes,2,1,353,Very Liberal,Neutral   5,"Yes, somewhat experienced",3.622,1.52
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,1,354,Slightly Conservative,Neutral   5,"Yes, very experienced",2.054,0
Very Inaccurate (1),No Engagement,Yes,1,1,355,Very Liberal,Neutral   5,"Yes, somewhat experienced",3.151,0
Somewhat Inaccurate (2),No Engagement,Yes,2,1,356,Prefer not to say,Untrustworthy 1,"No, I've never used it",2.967,2.305
Very Inaccurate (1),No Engagement,Yes,3,1,357,Very Liberal,7,"Yes,  but I just started using it",1.112,0
Very Inaccurate (1),No Engagement,Yes,3,1,358,Slightly Liberal,8,"No, I've never used it",9.649,5.81
Very Inaccurate (1),No Engagement,Yes,3,1,359,Very Liberal,4,"Yes, very experienced",16.593,4.013
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,1,360,Slightly Conservative,3,"No, I've never used it",12.324,1.775
Somewhat Accurate (4),No Engagement,Yes,3,1,361,Slightly Conservative,Neutral   5,"Yes,  but I just started using it",25.282,2.552
Somewhat Accurate (4),No Engagement,Yes,3,1,362,Slightly Liberal,4,"Yes, somewhat experienced",2.759,0
Very Accurate (5),No Engagement,Yes,1,1,363,Very Liberal,Neutral   5,"Yes, very experienced",3.568,0
Very Accurate (5),Like,Yes,3,1,364,Slightly Conservative,Untrustworthy 1,"No, I've never used it",6.415,1.384
Very Inaccurate (1),Reply,Yes,3,1,365,Very Liberal,Neutral   5,"No, I've never used it",4.315,1.56
Very Inaccurate (1),No Engagement,Yes,2,1,366,Slightly Liberal,4,"No, I've never used it",2.486,0
Somewhat Accurate (4),No Engagement,Yes,1,1,367,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",6.813,11.005
Somewhat Accurate (4),Like,Yes,2,1,368,Very Liberal,4,"Yes, somewhat experienced",12.582,10.81
Very Inaccurate (1),No Engagement,Yes,2,1,369,Very Liberal,4,"No, I've never used it",2.436,1.776
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,1,370,Slightly Liberal,4,"No, I've never used it",11.254,17.452
Very Accurate (5),Retweet,Yes,1,1,371,Slightly Liberal,7,"No, I've never used it",2.101,0
Somewhat Inaccurate (2),No Engagement,Yes,1,1,372,Very Liberal,3,"No, I've never used it",1.424,0
Somewhat Inaccurate (2),No Engagement,Yes,2,1,373,Slightly Liberal,8,"Yes,  but I just started using it",3.901,0
Very Inaccurate (1),No Engagement,Yes,3,1,374,Very Liberal,Neutral   5,"Yes,  but I just started using it",9.52,5.256
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,1,375,Slightly Liberal,Untrustworthy 1,"No, I've never used it",3.377,0
Somewhat Accurate (4),No Engagement,Yes,1,1,376,Very Liberal,3,"Yes, somewhat experienced",4.259,1.183
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,377,Slightly Conservative,Neutral   5,"No, I've never used it",6.669,12.273
Somewhat Inaccurate (2),No Engagement,Yes,2,1,378,Very Liberal,3,"Yes, very experienced",3.692,0
Somewhat Accurate (4),External Share,Yes,1,1,379,Very Liberal,6,"No, I've never used it",2.984,0
Very Inaccurate (1),No Engagement,Yes,3,1,380,Slightly Liberal,Neutral   5,"No, I've never used it",1.767,0
Somewhat Accurate (4),Like,Yes,2,1,381,Slightly Liberal,3,"Yes,  but I just started using it",3.788,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,382,Slightly Conservative,Neutral   5,"No, I've never used it",2.448,0
Somewhat Accurate (4),Like,Yes,2,1,383,Slightly Conservative,8,"No, I've never used it",13.512,2.41
Very Inaccurate (1),No Engagement,Yes,3,1,384,Slightly Conservative,6,"No, I've never used it",73.617,14.168
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,1,385,Very Conservative,Neutral   5,"No, I've never used it",2.695,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,386,Slightly Liberal,Neutral   5,"Yes, very experienced",9.563,6.932
Very Inaccurate (1),No Engagement,Yes,3,1,387,Very Liberal,7,"Yes,  but I just started using it",2.485,16.37
Very Accurate (5),Like,Yes,2,1,388,Very Liberal,Neutral   5,"Yes, somewhat experienced",2.788,0
Somewhat Inaccurate (2),No Engagement,Yes,3,1,389,Slightly Liberal,Neutral   5,"No, I've never used it",16.843,26.808
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,1,390,Slightly Conservative,2,"No, I've never used it",6.149,0
Somewhat Accurate (4),No Engagement,Yes,1,1,391,Prefer not to say,8,"No, I've never used it",5.884,2.365
Somewhat Accurate (4),No Engagement,Yes,1,1,392,Prefer not to say,Neutral   5,"Yes, somewhat experienced",7.911,15.219
Somewhat Accurate (4),No Engagement,Yes,1,1,393,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",2.571,0
Somewhat Accurate (4),Like,Yes,2,1,394,Very Liberal,Neutral   5,"Yes, somewhat experienced",8.658,5.99
Somewhat Inaccurate (2),No Engagement,Yes,1,1,395,Slightly Liberal,2,"Yes, somewhat experienced",7.548,7.407
Somewhat Accurate (4),No Engagement,Yes,2,1,396,Very Liberal,Neutral   5,"No, I've never used it",4.549,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,397,Very Liberal,3,"Yes, very experienced",1.82,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,398,Slightly Liberal,3,"No, I've never used it",11.748,0
Very Inaccurate (1),No Engagement,Yes,2,1,399,Slightly Liberal,Neutral   5,"No, I've never used it",6.051,2.574
Somewhat Accurate (4),No Engagement,Yes,2,1,400,Very Liberal,8,"No, I've never used it",5.704,0
Somewhat Inaccurate (2),No Engagement,Yes,3,1,401,Slightly Conservative,7,"Yes, somewhat experienced",3.416,0
Very Accurate (5),No Engagement,Yes,1,1,402,Slightly Liberal,3,"No, I've never used it",1.952,0
Very Inaccurate (1),No Engagement,Yes,1,1,403,Very Liberal,3,"Yes,  but I just started using it",6.392,0
Very Inaccurate (1),No Engagement,Yes,3,1,404,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",2.386,1.91
